,rank,year,contract_start,contract_end,contract_length,age,games,war,league_r,bats_r,throws_r,team_sr,team_pr,position_r,ts_mil,as_mil,clusters,cluster
509,97,2002,2000,2008,9,32,70,-0.7,1,1,1,6,6,9,116.5,8.557223,2,purple
510,97,2003,2000,2008,9,33,53,1.3,1,1,1,6,6,9,116.5,12.5,2,purple
511,97,2004,2000,2008,9,34,83,0.7,1,1,1,6,6,9,116.5,12.5,2,purple
512,97,2005,2000,2008,9,35,128,3.7,1,1,1,6,6,9,116.5,12.5,2,purple
513,97,2006,2000,2008,9,36,109,-0.1,1,1,1,6,6,9,116.5,10.464686,2,purple
514,97,2007,2000,2008,9,37,144,0.7,1,1,1,6,6,9,116.5,8.446647,2,purple
515,97,2008,2000,2008,9,38,102,0.0,1,1,1,6,6,9,116.5,8.282695,2,purple
516,97,2008,2000,2008,9,38,41,0.4,0,1,1,6,5,9,116.5,0.0,2,purple
517,98,2021,2021,2025,5,30,134,3.5,1,0,0,20,20,2,115.5,20.0,2,purple
518,98,2022,2021,2025,5,31,139,6.5,1,0,0,20,20,2,115.5,23.875,2,purple
519,98,2023,2021,2025,5,32,101,2.5,1,0,0,20,20,2,115.5,23.875,2,purple
520,99,2022,2022,2026,5,30,32,2.1,0,1,1,23,23,1,115.0,21.0,2,purple
521,99,2023,2022,2026,5,31,1,-0.2,0,1,1,23,23,1,115.0,21.0,2,purple
522,99,2023,2023,2028,6,26,74,2.3,0,1,0,10,10,7,115.0,7.833333,2,purple
523,101,2013,2013,2018,5,28,30,0.8,1,0,0,24,24,1,112.5,20.0,2,purple
524,101,2014,2013,2018,5,29,15,-0.1,1,0,0,24,24,1,112.5,20.0,2,purple
525,101,2015,2013,2018,5,30,13,-0.7,1,0,0,24,24,1,112.5,21.0,2,purple
526,101,2016,2013,2018,5,31,21,-0.7,1,0,0,24,24,1,112.5,21.0,2,purple
527,101,2017,2013,2018,5,32,27,-0.4,1,0,0,24,24,1,112.5,21.0,2,purple
528,102,2023,2023,2031,8,22,114,4.2,1,1,1,0,0,7,111.0,1.625,2,purple
529,103,2014,2014,2021,8,30,135,3.9,0,0,0,3,3,4,110.0,12.5,2,purple
530,103,2015,2014,2021,8,31,93,2.6,0,0,0,3,3,5,110.0,12.5,2,purple
531,103,2016,2014,2021,8,32,154,5.4,0,0,0,3,3,4,110.0,13.0,2,purple
532,103,2017,2014,2021,8,33,105,2.6,0,0,0,3,3,4,110.0,15.0,2,purple
533,103,2018,2014,2021,8,34,3,-0.1,0,0,0,3,3,4,110.0,16.0,2,purple
534,103,2019,2014,2021,8,35,6,-0.5,0,0,0,3,3,4,110.0,15.0,2,purple
535,103,2018,2018,2022,5,30,150,6.7,0,0,0,3,3,10,110.0,23.75,2,purple
536,103,2019,2018,2022,5,31,146,3.5,0,0,0,3,3,10,110.0,23.75,2,purple
537,103,2020,2018,2022,5,32,54,-0.7,0,0,0,3,3,10,110.0,23.75,2,purple
538,103,2021,2018,2022,5,33,148,3.1,0,0,0,3,3,10,110.0,19.35,2,purple
539,103,2022,2018,2022,5,34,139,1.1,0,0,0,3,3,10,110.0,19.35,2,purple
540,103,2016,2016,2020,5,30,19,0.5,0,0,0,9,9,1,110.0,18.0,2,purple
541,103,2017,2016,2020,5,31,29,0.8,0,0,0,9,9,1,110.0,18.0,2,purple
542,103,2018,2016,2020,5,32,25,1.0,0,0,0,9,9,1,110.0,24.0,2,purple
543,103,2019,2016,2020,5,33,23,-0.1,0,0,0,9,9,1,110.0,25.0,2,purple
544,103,2020,2016,2020,5,34,3,-0.2,0,0,0,9,9,1,110.0,25.0,2,purple
545,103,2022,2022,2026,5,31,31,3.1,0,1,0,28,28,1,110.0,21.0,2,purple
546,103,2023,2022,2026,5,32,23,2.5,0,1,0,28,28,1,110.0,21.0,2,purple
547,103,2017,2017,2020,4,31,81,2.0,1,0,0,17,17,7,110.0,22.5,2,purple
548,103,2018,2017,2020,4,32,38,0.8,1,0,0,17,17,7,110.0,29.0,2,purple
549,103,2020,2017,2020,4,34,8,-0.1,1,0,0,17,17,7,110.0,6.0,2,purple
550,108,2023,2023,2028,6,36,22,1.1,1,0,0,22,22,1,108.0,25.0,2,purple
551,108,2018,2018,2023,6,31,156,1.0,1,1,1,8,8,9,108.0,12.5,2,purple
552,108,2019,2018,2023,6,32,140,2.3,1,1,1,8,8,9,108.0,21.5,2,purple
553,108,2020,2018,2023,6,33,59,0.9,1,1,1,8,8,9,108.0,21.5,2,purple
554,108,2021,2018,2023,6,34,150,1.0,1,1,1,8,8,9,108.0,21.5,2,purple
555,108,2022,2018,2023,6,35,135,-0.2,1,1,1,8,8,9,108.0,21.0,2,purple
556,108,2023,2018,2023,6,36,57,0.2,1,1,1,8,8,9,108.0,15.0,2,purple
557,108,2023,2023,2028,5,30,24,2.5,0,0,0,23,23,1,108.0,11.4,2,purple
558,111,2023,2023,2031,8,28,105,2.3,1,2,0,21,21,8,106.75,7.0,2,purple
559,112,2023,2023,2030,7,24,114,3.8,0,1,0,7,7,4,106.5,1.571429,2,purple
560,113,2018,2018,2022,5,30,145,3.7,0,0,0,12,12,7,106.0,16.0,2,purple
561,113,2019,2018,2022,5,31,63,-0.9,0,0,0,12,12,7,106.0,18.0,2,purple
562,113,2020,2018,2022,5,32,42,-0.4,0,0,0,12,12,7,106.0,21.0,2,purple
563,113,2021,2018,2022,5,33,89,-0.8,0,0,0,12,12,7,106.0,23.0,2,purple
564,113,2012,2012,2018,6,29,160,3.0,1,2,0,14,14,6,106.0,10.0,2,purple
565,113,2013,2012,2018,6,30,93,2.6,0,2,0,14,28,6,106.0,10.0,2,purple
566,113,2014,2012,2018,6,31,143,3.4,0,2,0,14,28,6,106.0,16.0,2,purple
567,113,2015,2012,2018,6,32,69,0.6,0,2,0,14,28,6,106.0,0.0,2,purple
568,113,2015,2012,2018,6,32,47,-0.2,1,2,0,14,8,6,106.0,22.0,2,purple
569,113,2016,2012,2018,6,33,60,0.6,1,2,0,14,17,6,106.0,0.0,2,purple
570,113,2017,2012,2018,6,34,145,0.1,1,2,0,14,17,6,106.0,22.0,2,purple
571,113,2018,2012,2018,6,35,110,-0.3,1,2,0,14,17,6,106.0,2.0,2,purple
572,113,2022,2018,2022,5,34,17,-0.3,0,0,0,12,23,7,106.0,0.0,2,purple
573,115,2023,2022,2024,3,28,107,1.2,0,0,0,16,16,6,105.3,33.333333,2,purple
574,115,2022,2022,2024,3,27,136,5.5,0,0,0,16,16,6,105.3,35.1,2,purple
575,116,2022,2022,2028,7,37,23,5.2,1,0,0,29,17,1,105.0,43.333333,2,purple
576,116,2023,2022,2028,7,38,19,2.1,1,0,0,29,17,1,105.0,43.333333,2,purple
577,116,2023,2022,2028,7,38,3,0.7,0,0,0,29,27,1,105.0,0.0,2,purple
578,116,1999,1999,2005,7,34,35,6.2,1,0,0,13,13,1,105.0,10.714286,2,purple
579,116,2000,1999,2005,7,35,33,7.0,1,0,0,13,13,1,105.0,15.714286,2,purple
580,116,2001,1999,2005,7,36,20,3.1,1,0,0,13,13,1,105.0,15.714286,2,purple
581,116,2002,1999,2005,7,37,17,-0.4,1,0,0,13,13,1,105.0,15.714286,2,purple
582,116,2003,1999,2005,7,38,32,4.5,1,0,0,13,13,1,105.0,15.714286,2,purple
583,116,2004,1999,2005,7,39,22,2.8,0,0,0,13,18,1,105.0,15.714286,2,purple
584,116,2005,1999,2005,7,40,13,-0.4,0,0,0,13,18,1,105.0,15.714286,2,purple
585,116,2011,2011,2021,5,27,150,7.7,1,0,0,15,15,3,105.0,4.2875,2,purple
586,116,2012,2011,2021,5,28,154,6.9,1,0,0,15,15,4,105.0,6.0,2,purple
587,116,2013,2011,2021,5,29,61,1.7,1,0,0,15,15,5,105.0,8.5,2,purple
588,116,2014,2011,2021,5,30,135,1.2,1,0,0,15,15,3,105.0,10.0,2,purple
589,116,2015,2011,2021,5,31,140,3.3,1,0,0,15,15,3,105.0,13.0,2,purple
590,116,2016,2011,2021,5,32,135,4.3,1,0,0,15,15,3,105.0,20.0,2,purple
591,116,2017,2011,2021,5,33,104,0.9,1,0,0,15,15,3,105.0,20.0,2,purple
592,116,2018,2011,2021,5,34,125,0.9,1,0,0,15,15,3,105.0,20.0,2,purple
593,116,2019,2011,2021,5,35,144,1.7,1,0,0,15,15,3,105.0,19.0,2,purple
594,116,2020,2011,2021,5,36,39,0.1,1,0,0,15,15,1,105.0,17.0,2,purple
595,119,2021,2021,2023,3,30,17,3.1,1,0,0,13,13,1,102.0,31.333333,2,purple
596,121,2004,2004,2011,7,24,154,8.5,1,0,0,25,25,10,100.0,7.0,2,purple
597,121,2005,2004,2011,7,25,161,8.4,1,0,0,25,25,10,100.0,11.0,2,purple
598,121,2006,2004,2011,7,26,143,8.5,1,0,0,25,25,10,100.0,14.0,2,purple
599,121,2007,2004,2011,7,27,158,8.7,1,0,0,25,25,10,100.0,12.937813,2,purple
600,121,2008,2004,2011,7,28,148,9.2,1,0,0,25,25,10,100.0,13.870949,2,purple
601,121,2009,2004,2011,7,29,160,9.7,1,0,0,25,25,10,100.0,14.427326,2,purple
602,121,2010,2004,2011,7,30,159,7.5,1,0,0,25,25,10,100.0,14.595953,2,purple
603,121,2011,2004,2011,7,31,147,5.3,1,0,0,25,25,10,100.0,14.508395,2,purple
604,121,2020,2020,2024,5,26,42,1.1,0,0,0,10,10,5,100.0,13.0,2,purple
605,121,2021,2020,2024,5,27,91,2.1,0,0,0,10,10,5,100.0,13.0,2,purple
606,121,2022,2020,2024,5,28,155,4.5,0,0,0,10,10,5,100.0,13.0,2,purple
607,121,2023,2020,2024,5,29,119,3.4,0,0,0,10,10,5,100.0,30.5,2,purple
608,121,2022,2022,2028,7,28,92,4.0,0,0,0,16,16,8,100.0,9.142857,2,purple
609,121,2023,2022,2028,7,29,85,0.8,0,0,0,16,16,8,100.0,15.142857,2,purple
610,121,2007,2007,2012,6,31,162,2.3,1,0,0,10,10,3,100.0,11.5,2,purple
611,121,2008,2007,2012,6,32,115,2.8,1,0,0,10,10,4,100.0,12.5,2,purple
612,121,2009,2007,2012,6,33,160,1.9,1,0,0,10,10,5,100.0,19.0,2,purple
613,121,2010,2007,2012,6,34,157,-2.2,1,0,0,10,10,5,100.0,19.0,2,purple
614,121,2011,2007,2012,6,35,155,3.9,1,0,0,10,10,5,100.0,19.0,2,purple
615,121,2012,2007,2012,6,36,66,0.2,1,0,0,10,10,5,100.0,18.5,2,purple
616,121,2012,2007,2012,6,36,81,-0.4,1,0,0,10,14,5,100.0,0.0,2,purple
617,121,2017,2017,2022,6,31,156,3.1,0,0,0,26,26,5,100.0,13.0,2,purple
618,121,2018,2017,2022,6,32,125,1.4,1,0,0,26,24,5,100.0,13.666666,2,purple
619,121,2019,2017,2022,6,33,129,2.4,1,0,0,26,24,5,100.0,14.666667,2,purple
620,121,2020,2017,2022,6,34,53,0.7,1,0,0,26,24,5,100.0,15.166666,2,purple
621,121,2021,2017,2022,6,35,81,1.8,1,0,0,26,24,5,100.0,18.666666,2,purple
622,121,2022,2017,2022,6,36,89,0.6,1,0,0,26,24,5,100.0,19.666667,2,purple
623,121,2023,2023,2027,5,30,17,2.0,1,0,0,22,22,1,100.0,20.0,2,purple
624,121,2015,2015,2022,7,27,161,5.4,0,1,0,23,23,5,100.0,4.5,2,purple
625,121,2016,2015,2022,7,28,158,6.7,0,1,0,23,23,5,100.0,8.0,2,purple
626,121,2017,2015,2022,7,29,154,3.6,0,1,0,23,23,5,100.0,11.0,2,purple
627,121,2018,2015,2022,7,30,155,1.1,0,1,0,23,23,5,100.0,19.0,2,purple
628,121,2019,2015,2022,7,31,106,3.2,0,1,0,23,23,5,100.0,19.5,2,purple
629,121,2020,2015,2022,7,32,60,1.1,0,1,0,23,23,5,100.0,19.5,2,purple
630,121,2021,2015,2022,7,33,159,2.0,0,1,0,23,23,5,100.0,18.5,2,purple
631,121,2022,2022,2026,5,30,136,0.0,1,0,0,20,20,10,100.0,20.0,2,purple
632,121,2023,2022,2026,5,31,116,1.7,1,0,0,20,20,10,100.0,20.0,2,purple
633,121,2019,2019,2028,8,21,156,5.1,1,0,0,1,1,11,100.0,0.56,2,purple
634,121,2020,2019,2028,8,22,46,2.3,1,0,0,1,1,11,100.0,1.0,2,purple
635,121,2021,2019,2028,8,23,82,3.7,1,0,0,1,1,11,100.0,5.0,2,purple
636,121,2022,2019,2028,8,24,119,2.7,1,0,0,1,1,11,100.0,15.0,2,purple
637,121,2023,2019,2028,8,25,118,6.3,1,0,0,1,1,11,100.0,17.0,2,purple
638,121,2014,2014,2020,6,29,61,0.4,1,0,0,29,29,3,100.0,14.0,2,purple
639,121,2015,2014,2020,6,30,95,0.7,1,0,0,29,29,4,100.0,14.0,2,purple
640,121,2016,2014,2020,6,31,115,-0.7,1,0,0,29,29,5,100.0,14.0,2,purple
641,121,2017,2014,2020,6,32,144,2.6,1,0,0,29,29,3,100.0,14.0,2,purple
642,121,2018,2014,2020,6,33,85,1.6,1,0,0,29,29,3,100.0,14.0,2,purple
643,121,2019,2014,2020,6,34,52,0.5,1,0,0,29,29,3,100.0,18.0,2,purple
644,131,2014,2014,2018,5,32,32,6.1,1,0,0,25,25,1,97.5,19.5,2,purple
645,131,2015,2014,2018,5,33,7,0.9,1,0,0,25,25,1,97.5,19.5,2,purple
646,131,2016,2014,2018,5,34,33,1.3,1,0,0,25,25,1,97.5,19.5,2,purple
647,131,2017,2014,2018,5,35,24,0.2,1,0,0,25,25,1,97.5,19.5,2,purple
648,131,2018,2014,2018,5,36,8,0.3,1,0,0,25,25,1,97.5,19.5,2,purple
649,132,2015,2015,2019,5,28,126,-0.5,0,2,0,3,3,5,95.0,17.6,2,purple
650,132,2016,2015,2019,5,29,3,-0.2,0,2,0,3,3,5,95.0,17.6,2,purple
651,132,2017,2015,2019,5,30,32,-0.9,0,2,0,3,3,5,95.0,17.6,2,purple
652,132,2017,2015,2019,5,30,47,-0.5,1,2,0,3,24,5,95.0,0.0,2,purple
653,132,2018,2015,2019,5,31,92,0.2,1,2,0,3,24,5,95.0,0.545,2,purple
654,132,2019,2015,2019,5,32,108,1.3,1,2,0,3,24,5,95.0,0.555,2,purple
655,133,2019,2019,2021,3,31,29,3.3,1,1,1,13,13,1,93.0,31.0,2,purple
656,133,2020,2019,2021,3,32,10,1.8,1,1,1,13,13,1,93.0,31.0,2,purple
657,133,2021,2019,2021,3,33,22,2.4,1,1,1,13,13,1,93.0,31.0,2,purple
658,134,2020,2020,2024,4,34,28,0.5,0,0,0,16,16,5,92.0,18.75,2,purple
659,134,2021,2020,2024,4,35,135,3.2,0,0,0,16,16,5,92.0,21.75,2,purple
660,134,2022,2020,2024,4,36,132,2.3,0,0,0,16,18,5,92.0,21.75,2,purple
661,134,2023,2020,2024,4,37,33,-0.1,0,0,0,16,18,5,92.0,21.75,2,purple
662,135,2008,2008,2012,5,27,30,4.2,1,2,0,4,4,1,91.5,16.0,2,purple
663,135,2009,2008,2012,5,28,28,3.0,1,2,0,4,4,1,91.5,18.75,2,purple
664,135,2010,2008,2012,5,29,36,2.6,1,2,0,4,4,1,91.5,18.875,2,purple
665,135,2011,2008,2012,5,30,24,0.7,1,2,0,4,4,1,91.5,18.875,2,purple
666,135,2012,2008,2012,5,31,35,0.7,1,2,0,4,14,1,91.5,18.0,2,purple
667,136,1999,1999,2005,7,30,141,4.3,1,0,0,17,17,2,91.0,7.171428,2,purple
668,136,2000,1999,2005,7,31,136,5.1,1,0,0,17,17,2,91.0,12.071429,2,purple
669,136,2001,1999,2005,7,32,141,4.5,1,0,0,17,17,2,91.0,13.571429,2,purple
670,136,2002,1999,2005,7,33,135,3.0,1,0,0,17,17,2,91.0,10.571429,2,purple
671,136,2003,1999,2005,7,34,68,2.1,1,0,0,17,17,2,91.0,15.571429,2,purple
672,136,2004,1999,2005,7,35,129,0.2,1,0,0,17,17,2,91.0,16.071429,2,purple
673,136,2005,1999,2005,7,36,113,0.1,1,0,0,17,17,2,91.0,16.071429,2,purple
674,137,2002,2002,2006,5,37,143,11.7,1,1,1,24,24,7,90.0,15.0,2,purple
675,137,2003,2002,2006,5,38,130,9.2,1,1,1,24,24,7,90.0,15.5,2,purple
676,137,2004,2002,2006,5,39,147,10.6,1,1,1,24,24,7,90.0,18.0,2,purple
677,137,2005,2002,2006,5,40,14,0.6,1,1,1,24,24,7,90.0,22.0,2,purple
678,137,2006,2002,2006,5,41,130,4.0,1,1,1,24,24,7,90.0,19.33147,2,purple
679,137,2001,2001,2008,6,29,159,5.9,1,2,0,1,1,5,90.0,10.333333,2,purple
680,137,2002,2001,2008,6,30,158,5.8,1,2,0,1,1,5,90.0,11.333333,2,purple
681,137,2003,2001,2008,6,31,153,4.4,1,2,0,1,1,5,90.0,13.333333,2,purple
682,137,2004,2001,2008,6,32,137,4.0,1,2,0,1,1,5,90.0,15.333333,2,purple
683,137,2005,2001,2008,6,33,109,4.1,1,2,0,1,1,5,90.0,16.061802,2,purple
684,137,2006,2001,2008,6,34,110,3.6,1,2,0,1,1,5,90.0,12.333333,2,purple
685,137,2007,2001,2008,6,35,134,7.6,1,2,0,1,1,5,90.0,12.333333,2,purple
686,137,2008,2001,2008,6,36,128,7.3,1,2,0,1,1,4,90.0,12.333333,2,purple
687,137,2021,2021,2026,6,32,150,1.5,0,0,0,18,18,4,90.0,15.0,2,purple
688,137,2022,2021,2026,6,33,125,3.7,0,0,0,18,18,5,90.0,15.0,2,purple
689,137,2023,2021,2026,6,34,97,0.5,0,0,0,18,18,4,90.0,15.0,2,purple
690,137,2014,2014,2018,5,31,162,4.0,1,0,0,24,24,9,90.0,16.0,2,purple
691,137,2015,2014,2018,5,32,52,1.0,1,0,0,24,24,9,90.0,18.5,2,purple
692,137,2016,2014,2018,5,33,106,2.2,1,0,0,24,24,9,90.0,18.5,2,purple
693,137,2017,2014,2018,5,34,134,0.1,1,0,0,24,24,9,90.0,18.5,2,purple
694,137,2018,2014,2018,5,35,97,-1.0,1,0,0,24,24,9,90.0,18.5,2,purple
695,137,2008,2008,2012,5,34,162,5.4,0,1,0,23,23,7,90.0,17.102149,2,purple
696,137,2009,2008,2012,5,35,146,4.7,0,1,0,23,23,7,90.0,18.0,2,purple
697,137,2010,2008,2012,5,36,162,3.7,0,1,0,23,23,7,90.0,18.0,2,purple
698,137,2011,2008,2012,5,37,161,0.6,0,1,0,23,23,7,90.0,18.0,2,purple
699,137,2012,2008,2012,5,38,95,1.5,0,1,0,23,23,7,90.0,17.0,2,purple
700,137,2012,2008,2012,5,38,67,0.2,0,1,0,23,18,7,90.0,0.0,2,purple
701,137,2023,2023,2027,5,29,104,1.6,0,1,0,3,3,7,90.0,15.6,2,purple
702,137,2003,2003,2010,8,28,154,4.7,1,0,0,25,25,5,90.0,7.625,2,purple
703,137,2004,2003,2010,8,29,142,9.2,1,0,0,25,25,5,90.0,8.625,2,purple
704,137,2005,2003,2010,8,30,56,1.6,1,0,0,25,25,5,90.0,11.625,2,purple
705,137,2006,2003,2010,8,31,142,5.9,1,0,0,25,25,5,90.0,12.456336,2,purple
706,137,2007,2003,2010,8,32,112,1.8,1,0,0,25,25,5,90.0,12.311637,2,purple
707,137,2008,2003,2010,8,33,115,3.4,0,0,0,25,28,5,90.0,11.625,2,purple
708,137,2009,2003,2010,8,34,88,3.9,0,0,0,25,28,5,90.0,11.625,2,purple
709,137,2009,2003,2010,8,34,40,1.3,1,0,0,25,6,5,90.0,0.0,2,purple
710,137,2008,2008,2012,5,32,146,3.5,0,0,0,12,12,9,90.0,16.5,2,purple
711,137,2009,2008,2012,5,33,119,5.3,0,0,0,12,12,9,90.0,18.0,2,purple
712,137,2010,2008,2012,5,34,152,3.0,0,0,0,12,12,9,90.0,18.5,2,purple
713,137,2011,2008,2012,5,35,156,3.6,0,0,0,12,12,9,90.0,18.5,2,purple
714,137,2012,2008,2012,5,36,140,5.4,0,0,0,12,12,9,90.0,18.0,2,purple
715,146,2001,2001,2006,6,32,34,7.1,0,1,0,18,18,1,88.5,10.0,2,purple
716,146,2002,2001,2006,6,33,33,4.5,0,1,0,18,18,1,88.5,11.0,2,purple
717,146,2003,2001,2006,6,34,31,6.6,0,1,0,18,18,1,88.5,12.0,2,purple
718,146,2004,2001,2006,6,35,27,2.4,0,1,0,18,18,1,88.5,16.0,2,purple
719,146,2005,2001,2006,6,36,30,3.4,0,1,0,18,18,1,88.5,19.0,2,purple
720,146,2006,2001,2006,6,37,32,5.0,0,1,0,18,18,1,88.5,19.0,2,purple
721,147,2015,2015,2019,4,31,105,-0.7,0,0,0,7,3,3,88.0,19.75,2,purple
722,147,2016,2015,2019,4,32,147,2.6,0,0,0,7,3,4,88.0,22.75,2,purple
723,147,2017,2015,2019,4,33,133,-0.3,0,0,0,7,3,5,88.0,22.75,2,purple
724,147,2018,2015,2019,4,34,44,0.1,0,0,0,7,3,3,88.0,22.75,2,purple
725,147,2019,2015,2019,4,35,16,-0.2,0,0,0,7,7,3,88.0,0.1,2,purple
726,148,2023,2023,2028,5,31,100,2.4,1,0,0,3,25,2,87.5,10.0,2,purple
727,149,2023,2023,2025,2,40,16,2.3,1,0,0,17,17,1,86.666666,0.0,2,purple
728,149,2023,2023,2025,2,40,2,0.2,0,0,0,17,10,1,86.666666,43.333333,2,purple
729,150,2017,2017,2021,5,29,52,1.0,0,1,1,18,18,0,86.0,17.2,2,purple
730,150,2018,2017,2021,5,30,55,1.5,0,1,1,18,18,0,86.0,17.2,2,purple
731,150,2019,2017,2021,5,31,60,1.6,0,1,1,18,18,0,86.0,17.2,2,purple
732,150,2020,2017,2021,5,32,13,0.4,0,1,1,18,18,0,86.0,16.0,2,purple
733,150,2021,2017,2021,5,33,61,1.5,0,1,1,18,18,0,86.0,16.0,2,purple
734,151,2013,2013,2018,6,27,160,4.8,0,0,0,2,2,8,85.5,8.5,2,purple
735,151,2014,2013,2018,6,28,159,4.8,0,0,0,2,2,8,85.5,13.0,2,purple
736,151,2015,2013,2018,6,29,137,3.5,0,0,0,2,2,8,85.5,13.333333,2,purple
737,151,2016,2013,2018,6,30,152,1.7,0,0,0,2,2,8,85.5,16.333333,2,purple
738,151,2017,2013,2018,6,31,147,2.6,0,0,0,2,2,8,85.5,16.333333,2,purple
739,151,2018,2013,2018,6,32,145,0.6,0,0,0,2,2,8,85.5,17.333333,2,purple
740,152,2013,2013,2017,5,31,142,2.9,1,1,1,13,13,8,85.0,13.5,2,purple
741,152,2014,2013,2017,5,32,130,0.0,1,1,1,13,13,8,85.0,15.5,2,purple
742,152,2015,2013,2017,5,33,142,2.7,1,1,1,13,13,8,85.0,18.0,2,purple
743,152,2016,2013,2017,5,34,16,-0.2,1,1,1,13,13,8,85.0,18.0,2,purple
744,152,2017,2013,2017,5,35,22,-0.1,1,1,1,13,13,8,85.0,17.5,2,purple
745,152,2014,2014,2019,5,30,140,2.1,0,1,0,18,18,2,85.0,17.0,2,purple
746,152,2015,2014,2019,5,31,135,2.8,0,1,0,18,18,2,85.0,17.0,2,purple
747,152,2016,2014,2019,5,32,130,0.8,0,1,0,18,18,2,85.0,17.0,2,purple
748,152,2017,2014,2019,5,33,97,0.8,0,1,0,18,10,2,85.0,17.0,2,purple
749,152,2018,2014,2019,5,34,63,1.0,0,1,0,18,10,2,85.0,17.0,2,purple
750,152,2019,2014,2019,5,35,85,0.2,1,1,0,18,1,2,85.0,2.0,2,purple
751,152,2007,2007,2013,7,28,132,7.8,1,1,0,20,20,4,85.0,4.785714,2,purple
752,152,2008,2007,2013,7,29,159,9.0,1,1,0,20,20,5,85.0,7.785714,2,purple
753,152,2009,2007,2013,7,30,156,8.2,1,1,0,20,20,4,85.0,11.285714,2,purple
754,152,2010,2007,2013,7,31,115,5.8,1,1,0,20,20,4,85.0,15.285714,2,purple
755,152,2011,2007,2013,7,32,103,3.8,1,1,0,20,20,4,85.0,15.285714,2,purple
756,152,2012,2007,2013,7,33,83,3.1,1,1,0,20,20,4,85.0,15.0,2,purple
757,152,2013,2007,2013,7,34,131,3.6,1,1,0,20,20,4,85.0,15.0,2,purple
758,163,2020,2017,2023,6,29,55,1.8,1,0,0,22,22,3,83.0,22.5,2,purple
759,163,2021,2017,2023,6,30,146,0.8,1,0,0,22,22,3,83.0,22.5,2,purple
760,163,2022,2017,2023,6,31,77,1.2,1,0,0,22,22,3,83.0,22.5,2,purple
761,163,2023,2017,2023,6,32,37,-0.6,1,0,0,22,6,3,83.0,6.0,2,purple
762,152,2012,2012,2016,5,29,30,4.3,0,0,0,12,12,1,85.0,14.0,2,purple
763,152,2013,2012,2016,5,30,24,3.7,0,0,0,12,12,1,85.0,16.0,2,purple
764,152,2014,2012,2016,5,31,34,2.8,0,0,0,12,12,1,85.0,16.0,2,purple
765,152,2015,2012,2016,5,32,26,0.5,0,0,0,12,12,1,85.0,18.0,2,purple
766,152,2016,2012,2016,5,33,31,-0.6,0,0,0,12,12,1,85.0,20.0,2,purple
767,152,2003,2003,2009,6,32,159,4.7,1,1,0,20,20,10,85.0,11.166667,2,purple
768,152,2004,2003,2009,6,33,143,3.2,1,1,0,20,20,10,85.0,12.166667,2,purple
769,152,2005,2003,2009,6,34,59,0.2,1,1,0,20,20,10,85.0,13.166667,2,purple
770,152,2006,2003,2009,6,35,143,4.9,0,1,0,20,5,10,85.0,14.166667,2,purple
771,152,2007,2003,2009,6,36,130,3.7,0,1,0,20,5,10,85.0,14.833333,2,purple
772,152,2008,2003,2009,6,37,149,2.1,0,1,0,20,5,10,85.0,15.666666,2,purple
773,152,2009,2003,2009,6,38,107,1.4,0,1,0,20,5,10,85.0,13.0,2,purple
774,152,2005,2005,2010,6,29,132,3.2,1,2,1,10,10,10,85.0,10.5,2,purple
775,152,2006,2005,2010,6,30,152,6.0,1,2,1,10,10,10,85.0,14.5,2,purple
776,152,2007,2005,2010,6,31,153,2.2,1,2,1,10,10,10,85.0,14.5,2,purple
777,152,2008,2005,2010,6,32,159,6.9,1,2,1,10,10,10,85.0,14.5,2,purple
778,152,2009,2005,2010,6,33,136,3.5,1,2,1,10,10,10,85.0,14.5,2,purple
779,152,2010,2005,2010,6,34,85,1.7,1,2,1,10,10,10,85.0,14.5,2,purple
780,152,2010,2005,2010,6,34,37,-0.3,0,2,1,10,18,10,85.0,0.0,2,purple
781,152,2022,2022,2026,5,28,8,1.4,0,1,0,10,10,1,85.0,15.95,2,purple
782,152,2020,2020,2024,5,30,9,-0.4,1,0,1,0,0,1,85.0,6.0,2,purple
783,152,2021,2020,2024,5,31,26,1.4,1,0,1,0,0,1,85.0,19.0,2,purple
784,152,2022,2020,2024,5,32,30,-0.7,1,0,1,0,0,1,85.0,23.0,2,purple
785,152,2023,2020,2024,5,33,4,-0.7,1,0,1,0,0,1,85.0,23.0,2,purple
786,152,2022,2022,2026,5,27,111,2.0,1,0,0,4,4,9,85.0,8.0,2,purple
787,152,2023,2022,2026,5,28,95,0.7,1,0,0,4,4,9,85.0,18.0,2,purple
788,162,2000,2000,2005,6,27,162,3.1,1,1,1,13,13,11,84.0,9.416667,2,purple
789,162,2001,2000,2005,6,28,161,7.0,1,1,1,13,13,11,84.0,12.166667,2,purple
790,162,2002,2000,2005,6,29,158,6.9,1,1,1,13,13,11,84.0,13.416667,2,purple
791,162,2003,2000,2005,6,30,160,2.1,1,1,1,13,13,11,84.0,15.666667,2,purple
792,162,2004,2000,2005,6,31,157,2.0,1,1,1,13,13,11,84.0,16.666667,2,purple
793,162,2005,2000,2005,6,32,158,1.1,1,1,1,13,0,11,84.0,7.833333,2,purple
794,163,2017,2017,2023,6,26,155,2.1,1,0,0,22,22,3,83.0,4.5,2,purple
795,163,2018,2017,2023,6,27,83,2.1,1,0,0,22,22,4,83.0,4.5,2,purple
