Combined Key,Rank,Name,CITY,STATE,COUNTRY,BAT,THROW,signed TEAM,TEAM LOCALE,Position,contract start,contract end,YEAR,contract length,total salary
"Aroldis Chapman, 2021",150,Aroldis Chapman,Holguín,,Cuba,L,L,NYY,The Bronx,RP ,2017,2021,2021,5,"$86,000,000 "
"Adam Jones, 2013",151,Adam Jones,San Diego,California,United States,R,R,BAL,Baltimore,CF ,2013,2018,2013,6,"$85,500,000 "
"Adam Jones, 2014",151,Adam Jones,San Diego,California,United States,R,R,BAL,Baltimore,CF ,2013,2018,2014,6,"$85,500,000 "
"Adam Jones, 2015",151,Adam Jones,San Diego,California,United States,R,R,BAL,Baltimore,CF ,2013,2018,2015,6,"$85,500,000 "
"Adam Jones, 2016",151,Adam Jones,San Diego,California,United States,R,R,BAL,Baltimore,CF ,2013,2018,2016,6,"$85,500,000 "
"Adam Jones, 2017",151,Adam Jones,San Diego,California,United States,R,R,BAL,Baltimore,CF ,2013,2018,2017,6,"$85,500,000 "
"Adam Jones, 2018",151,Adam Jones,San Diego,California,United States,R,R,BAL,Baltimore,CF ,2013,2018,2018,6,"$85,500,000 "
"Andre Ethier, 2013",152,Andre Ethier,"Phoenix, Arizona",Arizona,United States,L,L,LAD,Los Angeles,CF ,2013,2017,2013,5,"$85,000,000 "
"Andre Ethier, 2014",152,Andre Ethier,"Phoenix, Arizona",Arizona,United States,L,L,LAD,Los Angeles,CF ,2013,2017,2014,5,"$85,000,000 "
"Andre Ethier, 2015",152,Andre Ethier,"Phoenix, Arizona",Arizona,United States,L,L,LAD,Los Angeles,CF ,2013,2017,2015,5,"$85,000,000 "
"Andre Ethier, 2016",152,Andre Ethier,"Phoenix, Arizona",Arizona,United States,L,L,LAD,Los Angeles,CF ,2013,2017,2016,5,"$85,000,000 "
"Andre Ethier, 2017",152,Andre Ethier,"Phoenix, Arizona",Arizona,United States,L,L,LAD,Los Angeles,CF ,2013,2017,2017,5,"$85,000,000 "
"Brian McCann, 2014",152,Brian McCann,"Athens, Georgia",Georgia,United States,L,R,NYY,The Bronx,C ,2014,2019,2014,5,"$85,000,000 "
"Brian McCann, 2015",152,Brian McCann,"Athens, Georgia",Georgia,United States,L,R,NYY,The Bronx,C ,2014,2019,2015,5,"$85,000,000 "
"Brian McCann, 2016",152,Brian McCann,"Athens, Georgia",Georgia,United States,L,R,NYY,The Bronx,C ,2014,2019,2016,5,"$85,000,000 "
"Brian McCann, 2017",152,Brian McCann,"Athens, Georgia",Georgia,United States,L,R,NYY,The Bronx,C ,2014,2019,2017,5,"$85,000,000 "
"Brian McCann, 2018",152,Brian McCann,"Athens, Georgia",Georgia,United States,L,R,NYY,The Bronx,C ,2014,2019,2018,5,"$85,000,000 "
"Brian McCann, 2019",152,Brian McCann,"Athens, Georgia",Georgia,United States,L,R,NYY,The Bronx,C ,2014,2019,2019,5,"$85,000,000 "
"Chase Utley, 2007",152,Chase Utley,"Pasadena, California",California,United States,L,R,PHI,Philadelphia,2B ,2007,2013,2007,7,"$85,000,000 "
"Chase Utley, 2008",152,Chase Utley,"Pasadena, California",California,United States,L,R,PHI,Philadelphia,3B ,2007,2013,2008,7,"$85,000,000 "
"Chase Utley, 2009",152,Chase Utley,"Pasadena, California",California,United States,L,R,PHI,Philadelphia,2B ,2007,2013,2009,7,"$85,000,000 "
"Chase Utley, 2010",152,Chase Utley,"Pasadena, California",California,United States,L,R,PHI,Philadelphia,2B ,2007,2013,2010,7,"$85,000,000 "
"Chase Utley, 2011",152,Chase Utley,"Pasadena, California",California,United States,L,R,PHI,Philadelphia,2B ,2007,2013,2011,7,"$85,000,000 "
"Chase Utley, 2012",152,Chase Utley,"Pasadena, California",California,United States,L,R,PHI,Philadelphia,2B ,2007,2013,2012,7,"$85,000,000 "
"Chase Utley, 2013",152,Chase Utley,"Pasadena, California",California,United States,L,R,PHI,Philadelphia,2B ,2007,2013,2013,7,"$85,000,000 "
"Jeff Bagwell, 2002",152,Jeff Bagwell,Boston,Massachusetts,United States,R,R,HOU,Houston,1B ,2002,2006,2002,5,"$85,000,000 "
"Jeff Bagwell, 2003",152,Jeff Bagwell,Boston,Massachusetts,United States,R,R,HOU,Houston,1B ,2002,2006,2003,5,"$85,000,000 "
"Jeff Bagwell, 2004",152,Jeff Bagwell,Boston,Massachusetts,United States,R,R,HOU,Houston,1B ,2002,2006,2004,5,"$85,000,000 "
"Jeff Bagwell, 2005",152,Jeff Bagwell,Boston,Massachusetts,United States,R,R,HOU,Houston,1B ,2002,2006,2005,5,"$85,000,000 "
"Jeff Bagwell, 2006",152,Jeff Bagwell,Boston,Massachusetts,United States,R,R,HOU,Houston,1B ,2002,2006,2006,5,"$85,000,000 "
"Jered Weaver, 2012",152,Jered Weaver,"Northridge, Los Angeles",California,United States,R,R,LAA,"Anaheim, California",SP ,2012,2016,2012,5,"$85,000,000 "
"Jered Weaver, 2013",152,Jered Weaver,"Northridge, Los Angeles",California,United States,R,R,LAA,"Anaheim, California",SP ,2012,2016,2013,5,"$85,000,000 "
"Jered Weaver, 2014",152,Jered Weaver,"Northridge, Los Angeles",California,United States,R,R,LAA,"Anaheim, California",SP ,2012,2016,2014,5,"$85,000,000 "
"Jered Weaver, 2015",152,Jered Weaver,"Northridge, Los Angeles",California,United States,R,R,LAA,"Anaheim, California",SP ,2012,2016,2015,5,"$85,000,000 "
"Jered Weaver, 2016",152,Jered Weaver,"Northridge, Los Angeles",California,United States,R,R,LAA,"Anaheim, California",SP ,2012,2016,2016,5,"$85,000,000 "
"Jim Thome, 2003",152,Jim Thome,"Peoria, Illinois",Illinois,United States,L,R,PHI,Philadelphia,DH ,2003,2009,2003,6,"$85,000,000 "
"Jim Thome, 2004",152,Jim Thome,"Peoria, Illinois",Illinois,United States,L,R,PHI,Philadelphia,DH ,2003,2009,2004,6,"$85,000,000 "
"Jim Thome, 2005",152,Jim Thome,"Peoria, Illinois",Illinois,United States,L,R,PHI,Philadelphia,DH ,2003,2009,2005,6,"$85,000,000 "
"Jim Thome, 2006",152,Jim Thome,"Peoria, Illinois",Illinois,United States,L,R,PHI,Philadelphia,DH ,2003,2009,2006,6,"$85,000,000 "
"Jim Thome, 2007",152,Jim Thome,"Peoria, Illinois",Illinois,United States,L,R,PHI,Philadelphia,DH ,2003,2009,2007,6,"$85,000,000 "
"Jim Thome, 2008",152,Jim Thome,"Peoria, Illinois",Illinois,United States,L,R,PHI,Philadelphia,DH ,2003,2009,2008,6,"$85,000,000 "
"Jim Thome, 2009",152,Jim Thome,"Peoria, Illinois",Illinois,United States,L,R,PHI,Philadelphia,DH ,2003,2009,2009,6,"$85,000,000 "
"Lance Berkman, 2005",152,Lance Berkman,"Waco, Texas",Texas,United States,S,L,HOU,Houston,DH ,2005,2010,2005,6,"$85,000,000 "
"Lance Berkman, 2006",152,Lance Berkman,"Waco, Texas",Texas,United States,S,L,HOU,Houston,DH ,2005,2010,2006,6,"$85,000,000 "
"Lance Berkman, 2007",152,Lance Berkman,"Waco, Texas",Texas,United States,S,L,HOU,Houston,DH ,2005,2010,2007,6,"$85,000,000 "
"Lance Berkman, 2008",152,Lance Berkman,"Waco, Texas",Texas,United States,S,L,HOU,Houston,DH ,2005,2010,2008,6,"$85,000,000 "
"Lance Berkman, 2009",152,Lance Berkman,"Waco, Texas",Texas,United States,S,L,HOU,Houston,DH ,2005,2010,2009,6,"$85,000,000 "
"Lance Berkman, 2010",152,Lance Berkman,"Waco, Texas",Texas,United States,S,L,HOU,Houston,DH ,2005,2010,2010,6,"$85,000,000 "
"Lance McCullers, 2022",152,Lance McCullers,"Tampa, Florida",Florida,United States,L,R,HOU,Houston,SP ,2022,2026,2022,5,"$85,000,000 "
"Lance McCullers, 2023",152,Lance McCullers,"Tampa, Florida",Florida,United States,L,R,HOU,Houston,SP ,2022,2026,2023,5,"$85,000,000 "
"Madison Bumgarner, 2020",152,Madison Bumgarner,"Hickory, North Carolina",North Carolina,United States,R,L,ARI,"Phoenix, Arizona",SP ,2020,2024,2020,5,"$85,000,000 "
"Madison Bumgarner, 2021",152,Madison Bumgarner,"Hickory, North Carolina",North Carolina,United States,R,L,ARI,"Phoenix, Arizona",SP ,2020,2024,2021,5,"$85,000,000 "
"Madison Bumgarner, 2022",152,Madison Bumgarner,"Hickory, North Carolina",North Carolina,United States,R,L,ARI,"Phoenix, Arizona",SP ,2020,2024,2022,5,"$85,000,000 "
"Madison Bumgarner, 2023",152,Madison Bumgarner,"Hickory, North Carolina",North Carolina,United States,R,L,ARI,"Phoenix, Arizona",SP ,2020,2024,2023,5,"$85,000,000 "
"Seiya Suzuki, 2022",152,Seiya Suzuki,"Arakawa, Tokyo",,Japan,R,R,CHC,Chicago,RF ,2022,2026,2022,5,"$85,000,000 "
"Seiya Suzuki, 2023",152,Seiya Suzuki,"Arakawa, Tokyo",,Japan,R,R,CHC,Chicago,RF ,2022,2026,2023,5,"$85,000,000 "
"Shawn Green, 2000",162,Shawn Green,"Des Plaines, Illinois",Illinois,United States,L,L,LAD,Los Angeles,OF ,2000,2005,2000,6,"$84,000,000 "
"Shawn Green, 2001",162,Shawn Green,"Des Plaines, Illinois",Illinois,United States,L,L,LAD,Los Angeles,OF ,2000,2005,2001,6,"$84,000,000 "
"Shawn Green, 2002",162,Shawn Green,"Des Plaines, Illinois",Illinois,United States,L,L,LAD,Los Angeles,OF ,2000,2005,2002,6,"$84,000,000 "
"Shawn Green, 2003",162,Shawn Green,"Des Plaines, Illinois",Illinois,United States,L,L,LAD,Los Angeles,OF ,2000,2005,2003,6,"$84,000,000 "
"Shawn Green, 2004",162,Shawn Green,"Des Plaines, Illinois",Illinois,United States,L,L,LAD,Los Angeles,OF ,2000,2005,2004,6,"$84,000,000 "
"Shawn Green, 2005",162,Shawn Green,"Des Plaines, Illinois",Illinois,United States,L,L,LAD,Los Angeles,OF ,2000,2005,2005,6,"$84,000,000 "
"Wil Myers, 2017",163,Wil Myers,"Thomasville, North Carolina",North Carolina,United States,R,R,SDP,San Diego,1B ,2017,2023,2017,6,"$83,000,000 "
"Wil Myers, 2018",163,Wil Myers,"Thomasville, North Carolina",North Carolina,United States,R,R,SDP,San Diego,2B ,2017,2023,2018,6,"$83,000,000 "
"Wil Myers, 2019",163,Wil Myers,"Thomasville, North Carolina",North Carolina,United States,R,R,SDP,San Diego,3B ,2017,2023,2019,6,"$83,000,000 "
"Wil Myers, 2020",163,Wil Myers,"Thomasville, North Carolina",North Carolina,United States,R,R,SDP,San Diego,1B,2017,2023,2020,6,"$83,000,000 "
"Wil Myers, 2021",163,Wil Myers,"Thomasville, North Carolina",North Carolina,United States,R,R,SDP,San Diego,1B,2017,2023,2021,6,"$83,000,000 "
"Wil Myers, 2022",163,Wil Myers,"Thomasville, North Carolina",North Carolina,United States,R,R,SDP,San Diego,1B,2017,2023,2022,6,"$83,000,000 "
"Wil Myers, 2023",163,Wil Myers,"Thomasville, North Carolina",North Carolina,United States,R,R,SDP,San Diego,1B,2017,2023,2023,6,"$83,000,000 "
"A.J. Burnett, 2009",164,A.J. Burnett,"North Little Rock, Arkansas",Arkansas,United States,R,R,NYY,The Bronx,SP ,2009,2013,2009,5,"$82,500,000 "
"A.J. Burnett, 2010",164,A.J. Burnett,"North Little Rock, Arkansas",Arkansas,United States,R,R,NYY,The Bronx,SP ,2009,2013,2010,5,"$82,500,000 "
"A.J. Burnett, 2011",164,A.J. Burnett,"North Little Rock, Arkansas",Arkansas,United States,R,R,NYY,The Bronx,SP ,2009,2013,2011,5,"$82,500,000 "
"A.J. Burnett, 2012",164,A.J. Burnett,"North Little Rock, Arkansas",Arkansas,United States,R,R,NYY,The Bronx,SP ,2009,2013,2012,5,"$82,500,000 "
"A.J. Burnett, 2013",164,A.J. Burnett,"North Little Rock, Arkansas",Arkansas,United States,R,R,NYY,The Bronx,SP ,2009,2013,2013,5,"$82,500,000 "
"Dexter Fowler, 2017",164,Dexter Fowler,Atlanta,Georgia,United States,S,R,STL,St. Louis,RF ,2017,2021,2017,5,"$82,500,000 "
"Dexter Fowler, 2018",164,Dexter Fowler,Atlanta,Georgia,United States,S,R,STL,St. Louis,RF ,2017,2021,2018,5,"$82,500,000 "
"Dexter Fowler, 2019",164,Dexter Fowler,Atlanta,Georgia,United States,S,R,STL,St. Louis,RF ,2017,2021,2019,5,"$82,500,000 "
"Dexter Fowler, 2020",164,Dexter Fowler,Atlanta,Georgia,United States,S,R,STL,St. Louis,RF ,2017,2021,2020,5,"$82,500,000 "
"Dexter Fowler, 2021",164,Dexter Fowler,Atlanta,Georgia,United States,S,R,STL,St. Louis,RF ,2017,2021,2021,5,"$82,500,000 "
"John Lackey, 2010",164,John Lackey,"Abilene, Texas",Texas,United States,R,R,BOS,Boston,SP ,2010,2015,2010,5,"$82,500,000 "
"John Lackey, 2011",164,John Lackey,"Abilene, Texas",Texas,United States,R,R,BOS,Boston,SP ,2010,2015,2011,5,"$82,500,000 "
"John Lackey, 2012",164,John Lackey,"Abilene, Texas",Texas,United States,R,R,BOS,Boston,SP ,2010,2015,2012,5,"$82,500,000 "
"John Lackey, 2013",164,John Lackey,"Abilene, Texas",Texas,United States,R,R,BOS,Boston,SP ,2010,2015,2013,5,"$82,500,000 "
"John Lackey, 2014",164,John Lackey,"Abilene, Texas",Texas,United States,R,R,BOS,Boston,SP ,2010,2015,2014,5,"$82,500,000 "
"John Lackey, 2015",164,John Lackey,"Abilene, Texas",Texas,United States,R,R,BOS,Boston,SP ,2010,2015,2015,5,"$82,500,000 "
"Rick Porcello, 2016",164,Rick Porcello,"Morristown, New Jersey",New Jersey,United States,R,R,BOS,Boston,SP ,2016,2019,2016,4,"$82,500,000 "
"Rick Porcello, 2017",164,Rick Porcello,"Morristown, New Jersey",New Jersey,United States,R,R,BOS,Boston,SP ,2016,2019,2017,4,"$82,500,000 "
"Rick Porcello, 2018",164,Rick Porcello,"Morristown, New Jersey",New Jersey,United States,R,R,BOS,Boston,SP ,2016,2019,2018,4,"$82,500,000 "
"Rick Porcello, 2019",164,Rick Porcello,"Morristown, New Jersey",New Jersey,United States,R,R,BOS,Boston,SP ,2016,2019,2019,4,"$82,500,000 "
"Russell Martin, 2015",168,Russell Martin,East York,,Canada,R,R,TOR,Toronto,C ,2015,2019,2015,5,"$82,000,000 "
"Russell Martin, 2016",168,Russell Martin,East York,,Canada,R,R,TOR,Toronto,C ,2015,2019,2016,5,"$82,000,000 "
"Russell Martin, 2017",168,Russell Martin,East York,,Canada,R,R,TOR,Toronto,C ,2015,2019,2017,5,"$82,000,000 "
"Russell Martin, 2018",168,Russell Martin,East York,,Canada,R,R,TOR,Toronto,C ,2015,2019,2018,5,"$82,000,000 "
"Russell Martin, 2019",168,Russell Martin,East York,,Canada,R,R,TOR,Toronto,C ,2015,2019,2019,5,"$82,000,000 "
"Salvador Perez, 2022",168,Salvador Perez,"Valencia, Venezuela",,Venezuela,R,R,KCR,"Kansas City, Missouri",C ,2022,2026,2022,4,"$82,000,000 "
"Salvador Perez, 2023",168,Salvador Perez,"Valencia, Venezuela",,Venezuela,R,R,KCR,"Kansas City, Missouri",C ,2022,2026,2023,4,"$82,000,000 "
"Adrian Beltre, 2011",170,Adrian Beltre,Santo Domingo,,Dominican Republic,R,R,TEX,"Arlington, Texas",3B ,2011,2016,2011,5,"$80,000,000 "
"Adrian Beltre, 2012",170,Adrian Beltre,Santo Domingo,,Dominican Republic,R,R,TEX,"Arlington, Texas",3B ,2011,2016,2012,5,"$80,000,000 "
"Adrian Beltre, 2013",170,Adrian Beltre,Santo Domingo,,Dominican Republic,R,R,TEX,"Arlington, Texas",3B ,2011,2016,2013,5,"$80,000,000 "
"Adrian Beltre, 2014",170,Adrian Beltre,Santo Domingo,,Dominican Republic,R,R,TEX,"Arlington, Texas",3B ,2011,2016,2014,5,"$80,000,000 "
"Adrian Beltre, 2015",170,Adrian Beltre,Santo Domingo,,Dominican Republic,R,R,TEX,"Arlington, Texas",3B ,2011,2016,2015,5,"$80,000,000 "
"Adrian Beltre, 2016",170,Adrian Beltre,Santo Domingo,,Dominican Republic,R,R,TEX,"Arlington, Texas",3B ,2011,2016,2016,5,"$80,000,000 "
"Anibal Sanchez, 2013",170,Anibal Sanchez,Maracay,,Venezuela,R,R,DET,Detroit,SP ,2013,2017,2013,5,"$80,000,000 "
"Anibal Sanchez, 2014",170,Anibal Sanchez,Maracay,,Venezuela,R,R,DET,Detroit,SP ,2013,2017,2014,5,"$80,000,000 "
"Anibal Sanchez, 2015",170,Anibal Sanchez,Maracay,,Venezuela,R,R,DET,Detroit,SP ,2013,2017,2015,5,"$80,000,000 "
"Anibal Sanchez, 2016",170,Anibal Sanchez,Maracay,,Venezuela,R,R,DET,Detroit,SP ,2013,2017,2016,5,"$80,000,000 "
"Anibal Sanchez, 2017",170,Anibal Sanchez,Maracay,,Venezuela,R,R,DET,Detroit,SP ,2013,2017,2017,5,"$80,000,000 "
"Carlos Gonzalez, 2011",170,Carlos Gonzalez,Maracaibo,,Venezuela,L,L,COL,Denver,RF ,2011,2017,2011,7,"$80,000,000 "
"Carlos Gonzalez, 2012",170,Carlos Gonzalez,Maracaibo,,Venezuela,L,L,COL,Denver,RF ,2011,2017,2012,7,"$80,000,000 "
"Carlos Gonzalez, 2013",170,Carlos Gonzalez,Maracaibo,,Venezuela,L,L,COL,Denver,RF ,2011,2017,2013,7,"$80,000,000 "
"Carlos Gonzalez, 2014",170,Carlos Gonzalez,Maracaibo,,Venezuela,L,L,COL,Denver,RF ,2011,2017,2014,7,"$80,000,000 "
"Carlos Gonzalez, 2015",170,Carlos Gonzalez,Maracaibo,,Venezuela,L,L,COL,Denver,RF ,2011,2017,2015,7,"$80,000,000 "
"Carlos Gonzalez, 2016",170,Carlos Gonzalez,Maracaibo,,Venezuela,L,L,COL,Denver,RF ,2011,2017,2016,7,"$80,000,000 "
"Carlos Gonzalez, 2017",170,Carlos Gonzalez,Maracaibo,,Venezuela,L,L,COL,Denver,RF ,2011,2017,2017,7,"$80,000,000 "
"Hyun-Jin Ryu, 2020",170,Hyun-Jin Ryu,Incheon,,South Korea,R,L,TOR,Toronto,SP ,2020,2023,2020,4,"$80,000,000 "
"Hyun-Jin Ryu, 2021",170,Hyun-Jin Ryu,Incheon,,South Korea,R,L,TOR,Toronto,SP ,2020,2023,2021,4,"$80,000,000 "
"Hyun-Jin Ryu, 2022",170,Hyun-Jin Ryu,Incheon,,South Korea,R,L,TOR,Toronto,SP ,2020,2023,2022,4,"$80,000,000 "
"Hyun-Jin Ryu, 2023",170,Hyun-Jin Ryu,Incheon,,South Korea,R,L,TOR,Toronto,SP ,2020,2023,2023,4,"$80,000,000 "
"Jake Cronenworth, 2024",170,Jake Cronenworth,"St. Clair, Minnesota",Minnesota,United States,L,R,SDP,San Diego,1B ,2024,2030,2024,7,"$80,000,000 "
"Justin Morneau, 2008",170,Justin Morneau,New Westminster,,Canada,L,R,MIN,Minneapolis,1B ,2008,2013,2008,6,"$80,000,000 "
"Justin Morneau, 2009",170,Justin Morneau,New Westminster,,Canada,L,R,MIN,Minneapolis,2B ,2008,2013,2009,6,"$80,000,000 "
"Justin Morneau, 2010",170,Justin Morneau,New Westminster,,Canada,L,R,MIN,Minneapolis,3B ,2008,2013,2010,6,"$80,000,000 "
"Justin Morneau, 2011",170,Justin Morneau,New Westminster,,Canada,L,R,MIN,Minneapolis,1B,2008,2013,2011,6,"$80,000,000 "
"Justin Morneau, 2012",170,Justin Morneau,New Westminster,,Canada,L,R,MIN,Minneapolis,1B,2008,2013,2012,6,"$80,000,000 "
"Justin Morneau, 2013",170,Justin Morneau,New Westminster,,Canada,L,R,MIN,Minneapolis,1B,2008,2013,2013,6,"$80,000,000 "
"Justin Verlander, 2010",170,Justin Verlander,Manakin-Sabot,Virginia,United States,R,R,DET,Detroit,SP ,2010,2014,2010,5,"$80,000,000 "
"Justin Verlander, 2011",170,Justin Verlander,Manakin-Sabot,Virginia,United States,R,R,DET,Detroit,SP ,2010,2014,2011,5,"$80,000,000 "
"Justin Verlander, 2012",170,Justin Verlander,Manakin-Sabot,Virginia,United States,R,R,DET,Detroit,SP ,2010,2014,2012,5,"$80,000,000 "
"Justin Verlander, 2013",170,Justin Verlander,Manakin-Sabot,Virginia,United States,R,R,DET,Detroit,SP ,2010,2014,2013,5,"$80,000,000 "
"Justin Verlander, 2014",170,Justin Verlander,Manakin-Sabot,Virginia,United States,R,R,DET,Detroit,SP ,2010,2014,2014,5,"$80,000,000 "
"Kenley Jansen, 2017",170,Kenley Jansen,Willemstad,,Curaçao,S,R,LAD,Los Angeles,RP ,2017,2021,2017,5,"$80,000,000 "
"Kenley Jansen, 2016",170,Kenley Jansen,Willemstad,,Curaçao,S,R,LAD,Los Angeles,RP ,2017,2021,2016,5,"$80,000,000 "
"Kenley Jansen, 2017",170,Kenley Jansen,Willemstad,,Curaçao,S,R,LAD,Los Angeles,RP ,2017,2021,2017,5,"$80,000,000 "
"Kenley Jansen, 2018",170,Kenley Jansen,Willemstad,,Curaçao,S,R,LAD,Los Angeles,RP ,2017,2021,2018,5,"$80,000,000 "
"Kenley Jansen, 2019",170,Kenley Jansen,Willemstad,,Curaçao,S,R,LAD,Los Angeles,RP ,2017,2021,2019,5,"$80,000,000 "
"Lorenzo Cain, 2018",170,Lorenzo Cain,"Valdosta, Georgia",Georgia,United States,R,R,MIL,Milwaukee,CF ,2018,2022,2018,5,"$80,000,000 "
"Lorenzo Cain, 2019",170,Lorenzo Cain,"Valdosta, Georgia",Georgia,United States,R,R,MIL,Milwaukee,CF ,2018,2022,2019,5,"$80,000,000 "
"Lorenzo Cain, 2020",170,Lorenzo Cain,"Valdosta, Georgia",Georgia,United States,R,R,MIL,Milwaukee,CF ,2018,2022,2020,5,"$80,000,000 "
"Lorenzo Cain, 2021",170,Lorenzo Cain,"Valdosta, Georgia",Georgia,United States,R,R,MIL,Milwaukee,CF ,2018,2022,2021,5,"$80,000,000 "
"Lorenzo Cain, 2022",170,Lorenzo Cain,"Valdosta, Georgia",Georgia,United States,R,R,MIL,Milwaukee,CF ,2018,2022,2022,5,"$80,000,000 "
"Mark Melancon, 2021",170,Mark Melancon,"Wheat Ridge, Colorado",Colorado,United States,R,R,SFG,San Francisco,RP ,2021,2024,2021,8,"$80,000,000 "
"Mark Melancon, 2022",170,Mark Melancon,"Wheat Ridge, Colorado",Colorado,United States,R,R,SFG,San Francisco,RP ,2021,2024,2022,8,"$80,000,000 "
"Mark Melancon, 2023",170,Mark Melancon,"Wheat Ridge, Colorado",Colorado,United States,R,R,SFG,San Francisco,RP ,2021,2024,2023,8,"$80,000,000 "
"Michael Young, 2009",170,Michael Young,"Covina, California",California,United States,R,R,TEX,"Arlington, Texas",3B ,2009,2013,2009,5,"$80,000,000 "
"Michael Young, 2010",170,Michael Young,"Covina, California",California,United States,R,R,TEX,"Arlington, Texas",3B ,2009,2013,2010,5,"$80,000,000 "
"Michael Young, 2011",170,Michael Young,"Covina, California",California,United States,R,R,TEX,"Arlington, Texas",3B ,2009,2013,2011,5,"$80,000,000 "
"Michael Young, 2012",170,Michael Young,"Covina, California",California,United States,R,R,TEX,"Arlington, Texas",3B ,2009,2013,2012,5,"$80,000,000 "
"Michael Young, 2013",170,Michael Young,"Covina, California",California,United States,R,R,TEX,"Arlington, Texas",3B ,2009,2013,2013,5,"$80,000,000 "
"Mike Leake, 2016",170,Mike Leake,San Diego,California,United States,R,R,STL,St. Louis,SP ,2016,2020,2016,5,"$80,000,000 "
"Mike Leake, 2017",170,Mike Leake,San Diego,California,United States,R,R,STL,St. Louis,SP ,2016,2020,2017,5,"$80,000,000 "
"Mike Leake, 2018",170,Mike Leake,San Diego,California,United States,R,R,STL,St. Louis,SP ,2016,2020,2018,5,"$80,000,000 "
"Mike Leake, 2019",170,Mike Leake,San Diego,California,United States,R,R,STL,St. Louis,SP ,2016,2020,2019,5,"$80,000,000 "
"Mike Leake, 2020",170,Mike Leake,San Diego,California,United States,R,R,STL,St. Louis,SP ,2016,2020,2020,5,"$80,000,000 "
"Mo Vaughn, 1999",170,Mo Vaughn,"Norwalk, Connecticut",Connecticut,United States,L,R,LAA,"Anaheim, California",1B ,1999,2005,1999,6,"$80,000,000 "
"Mo Vaughn, 2000",170,Mo Vaughn,"Norwalk, Connecticut",Connecticut,United States,L,R,LAA,"Anaheim, California",2B ,1999,2005,2000,6,"$80,000,000 "
"Mo Vaughn, 2001",170,Mo Vaughn,"Norwalk, Connecticut",Connecticut,United States,L,R,LAA,"Anaheim, California",3B ,1999,2005,2001,6,"$80,000,000 "
"Mo Vaughn, 2002",170,Mo Vaughn,"Norwalk, Connecticut",Connecticut,United States,L,R,LAA,"Anaheim, California",1B,1999,2005,2002,6,"$80,000,000 "
"Mo Vaughn, 2003",170,Mo Vaughn,"Norwalk, Connecticut",Connecticut,United States,L,R,LAA,"Anaheim, California",1B,1999,2005,2003,6,"$80,000,000 "
"Mo Vaughn, 2004",170,Mo Vaughn,"Norwalk, Connecticut",Connecticut,United States,L,R,LAA,"Anaheim, California",1B,1999,2005,2004,6,"$80,000,000 "
"Mo Vaughn, 2005",170,Mo Vaughn,"Norwalk, Connecticut",Connecticut,United States,L,R,LAA,"Anaheim, California",1B,1999,2005,2005,6,"$80,000,000 "
"Stephen Strasburg, 2027",170,Stephen Strasburg,San Diego,California,United States,R,R,WSN,"Washington, D.C.",SP ,2027,2029,2027,3,80000000
"Wei-Yin Chen, 2016",170,Wei-Yin Chen,Kaohsiung,,Taiwan,R,L,MIA,Miami,SP ,2016,2021,2016,5,"$80,000,000 "
"Wei-Yin Chen, 2017",170,Wei-Yin Chen,Kaohsiung,,Taiwan,R,L,MIA,Miami,SP ,2016,2021,2017,5,"$80,000,000 "
"Wei-Yin Chen, 2018",170,Wei-Yin Chen,Kaohsiung,,Taiwan,R,L,MIA,Miami,SP ,2016,2021,2018,5,"$80,000,000 "
"Wei-Yin Chen, 2019",170,Wei-Yin Chen,Kaohsiung,,Taiwan,R,L,MIA,Miami,SP ,2016,2021,2019,5,"$80,000,000 "
"Wei-Yin Chen, 2020",170,Wei-Yin Chen,Kaohsiung,,Taiwan,R,L,MIA,Miami,SP ,2016,2021,2020,5,"$80,000,000 "
"Wei-Yin Chen, 2021",170,Wei-Yin Chen,Kaohsiung,,Taiwan,R,L,MIA,Miami,SP ,2016,2021,2021,5,"$80,000,000 "
"Kyle Schwarber, 2022",185,Kyle Schwarber,"Middletown, Ohio",Ohio,United States,L,R,PHI,Philadelphia,LF ,2022,2025,2022,4,"$79,000,000 "
"Kyle Schwarber, 2023",185,Kyle Schwarber,"Middletown, Ohio",Ohio,United States,L,R,PHI,Philadelphia,LF ,2022,2025,2023,4,"$79,000,000 "
"Felix Hernandez, 2010",186,Felix Hernandez,Valencia,,Venezuela,R,R,BAL,Baltimore,SP ,2010,2014,2010,5,"$78,000,000 "
"Felix Hernandez, 2011",186,Felix Hernandez,Valencia,,Venezuela,R,R,BAL,Baltimore,SP ,2010,2014,2011,5,"$78,000,000 "
"Felix Hernandez, 2012",186,Felix Hernandez,Valencia,,Venezuela,R,R,BAL,Baltimore,SP ,2010,2014,2012,5,"$78,000,000 "
"Felix Hernandez, 2013",186,Felix Hernandez,Valencia,,Venezuela,R,R,BAL,Baltimore,SP ,2010,2014,2013,5,"$78,000,000 "
"Felix Hernandez, 2014",186,Felix Hernandez,Valencia,,Venezuela,R,R,BAL,Baltimore,SP ,2010,2014,2014,5,"$78,000,000 "
"Starling Marte, 2022",186,Starling Marte,Santo Domingo,,Dominican Republic,R,R,NYM,"Flushing, Queens",RF ,2022,2025,2022,4,"$78,000,000 "
